user_id,recommendation_type,recommended_product,product_type,target_issue,confidence_score,accepted_by_user,compliance_rate,followup_result_score,days_until_followup
HSP20249254,Haircare,Nam Supplement,Oil,Hair Thinning,0.93,False,0.44,3,38
HSP20221710,Haircare,Possimus Supplement,Supplement,Acne,0.98,False,0.65,2,24
HSP20255941,Skincare,Ea Supplement,Cleanser,Wrinkles,0.97,False,0.79,4,88
HSP20241510,Skincare,Illum Cleanser,Serum,Wrinkles,0.91,True,0.36,5,11
HSP20218847,Diet,Amet Oil,Tool,Hair Thinning,0.76,True,0.31,1,47
HSP20247984,Diet,Accusamus Serum,Tool,Acne,0.91,False,0.54,4,40
HSP20219032,Diet,In Supplement,Oil,Pigmentation,0.93,False,0.54,5,75
HSP20242204,Skincare,Reiciendis Oil,Supplement,Pigmentation,0.94,True,0.39,0,47
HSP20216277,Diet,Sed Serum,Supplement,Acne,0.75,False,0.54,5,48
HSP20253430,Lifestyle,Corrupti Oil,Supplement,Acne,0.82,True,0.54,0,21
HSP20213067,Lifestyle,Iusto Oil,Supplement,Hair Thinning,0.92,True,0.37,0,10
HSP20239984,Skincare,Id Cleanser,Supplement,Acne,0.8,False,0.89,0,51
HSP20237240,Skincare,Odit Oil,Oil,Acne,0.72,True,0.96,2,41
HSP20259692,Lifestyle,Temporibus Supplement,Supplement,Hair Thinning,0.99,False,0.36,0,13
HSP20238433,Skincare,Quisquam Serum,Supplement,Acne,0.78,True,0.56,2,59
HSP20258048,Diet,Qui Supplement,Supplement,Hair Thinning,0.93,False,0.72,3,74
HSP20212874,Haircare,Possimus Supplement,Tool,Wrinkles,0.89,False,0.83,1,53
HSP20254522,Lifestyle,Deleniti Serum,Supplement,Hair Thinning,0.73,True,0.88,2,57
HSP20248398,Lifestyle,Quae Cleanser,Supplement,Wrinkles,0.9,False,0.7,0,17
HSP20227779,Haircare,Omnis Tool,Serum,Wrinkles,0.96,False,0.79,5,17
HSP20238430,Skincare,Fugit Tool,Serum,Dryness,0.76,True,0.6,3,52
HSP20247815,Haircare,Earum Supplement,Serum,Hair Thinning,0.84,True,0.34,2,79
HSP20216120,Diet,Culpa Tool,Serum,Pigmentation,0.98,True,0.39,0,50
HSP20246120,Skincare,Iure Oil,Serum,Wrinkles,0.9,False,0.65,0,87
HSP20237132,Lifestyle,Dolorem Supplement,Oil,Wrinkles,0.71,False,0.95,1,19
HSP20228770,Skincare,Officia Cleanser,Cleanser,Dryness,0.95,True,0.67,4,65
HSP20212494,Lifestyle,Tenetur Oil,Serum,Dryness,0.77,False,0.39,2,55
HSP20212527,Skincare,Facere Oil,Tool,Pigmentation,0.81,False,0.48,2,55
HSP20242582,Lifestyle,Ea Supplement,Supplement,Hair Thinning,0.85,True,0.98,2,46
HSP20233131,Skincare,Accusantium Tool,Cleanser,Dryness,0.87,True,0.92,0,37
HSP20251982,Lifestyle,Labore Cleanser,Supplement,Pigmentation,0.89,False,0.63,5,83
HSP20256400,Haircare,Impedit Tool,Oil,Pigmentation,0.95,True,0.63,5,41
HSP20217730,Diet,Reiciendis Tool,Tool,Pigmentation,0.95,True,0.5,0,80
HSP20237929,Diet,Veniam Oil,Supplement,Hair Thinning,0.74,False,0.9,3,37
HSP20215712,Haircare,Earum Supplement,Tool,Hair Thinning,0.87,False,0.92,4,9
HSP20256119,Lifestyle,Doloribus Cleanser,Oil,Wrinkles,0.97,False,0.34,3,39
HSP20232697,Lifestyle,Similique Cleanser,Oil,Hair Thinning,0.85,True,0.56,2,38
HSP20259313,Diet,Tempore Cleanser,Supplement,Acne,0.88,True,0.86,4,65
HSP20223535,Skincare,Necessitatibus Oil,Cleanser,Hair Thinning,0.78,False,0.69,2,63
HSP20244674,Lifestyle,Nobis Oil,Oil,Wrinkles,0.91,False,0.39,0,85
HSP20216736,Skincare,Quam Tool,Serum,Hair Thinning,0.94,True,0.72,2,27
HSP20257022,Lifestyle,Itaque Supplement,Cleanser,Pigmentation,0.98,True,0.54,0,64
HSP20215564,Lifestyle,Commodi Tool,Oil,Acne,0.73,False,0.65,3,64
HSP20254705,Diet,Natus Tool,Serum,Acne,0.72,False,0.98,5,62
HSP20241430,Haircare,Velit Tool,Oil,Wrinkles,0.71,True,0.83,5,45
HSP20255381,Diet,Consequatur Oil,Oil,Wrinkles,0.85,True,0.56,2,11
HSP20213955,Diet,Ea Oil,Oil,Acne,0.72,True,0.74,2,9
HSP20236062,Skincare,Deserunt Supplement,Supplement,Pigmentation,0.87,False,0.5,4,43
HSP20236751,Skincare,Perferendis Tool,Tool,Hair Thinning,0.96,False,0.51,3,48
HSP20213972,Haircare,Iste Supplement,Oil,Dryness,0.83,False,0.68,2,41
HSP20227566,Diet,Expedita Supplement,Supplement,Pigmentation,0.73,False,0.95,3,59
HSP20213324,Haircare,Ab Cleanser,Supplement,Pigmentation,0.81,True,0.36,0,49
HSP20212503,Skincare,Facilis Tool,Supplement,Dryness,0.81,True,0.72,5,64
HSP20254524,Haircare,Molestiae Oil,Oil,Dryness,0.85,True,0.79,3,56
HSP20247878,Diet,Ex Tool,Tool,Wrinkles,0.72,True,0.5,5,78
HSP20246585,Diet,Occaecati Cleanser,Oil,Wrinkles,0.94,True,0.36,1,59
HSP20227062,Lifestyle,Fugiat Tool,Tool,Acne,0.95,True,0.36,3,62
HSP20236314,Diet,Iure Supplement,Tool,Dryness,0.94,False,0.55,1,53
HSP20252391,Skincare,Incidunt Serum,Oil,Hair Thinning,0.88,False,0.41,0,62
HSP20213549,Diet,Reprehenderit Cleanser,Oil,Wrinkles,0.72,False,0.45,5,74
HSP20221815,Diet,Rem Cleanser,Supplement,Wrinkles,0.74,True,0.52,3,43
HSP20215458,Skincare,Accusamus Tool,Serum,Wrinkles,0.85,True,0.71,5,61
HSP20247947,Diet,Facilis Serum,Oil,Dryness,0.93,False,0.76,4,29
HSP20248242,Diet,Ullam Serum,Serum,Wrinkles,0.88,True,0.59,2,61
HSP20245475,Lifestyle,Magni Tool,Serum,Wrinkles,0.84,True,0.59,1,13
HSP20229394,Lifestyle,Voluptate Serum,Serum,Hair Thinning,0.94,True,0.46,1,34
HSP20216655,Diet,Ex Tool,Serum,Dryness,0.7,True,0.76,3,45
HSP20242816,Haircare,Assumenda Cleanser,Oil,Hair Thinning,0.76,True,0.92,2,86
HSP20238972,Diet,Vel Serum,Tool,Acne,0.95,True,0.35,5,55
HSP20256053,Diet,Cumque Tool,Tool,Acne,0.73,True,0.65,5,29
HSP20214612,Diet,Omnis Oil,Supplement,Acne,0.88,True,0.49,0,20
HSP20241897,Haircare,Inventore Tool,Oil,Hair Thinning,0.91,True,0.72,2,62
HSP20214349,Diet,Dolore Tool,Supplement,Acne,0.79,True,0.32,5,25
HSP20234460,Skincare,Necessitatibus Cleanser,Cleanser,Hair Thinning,0.92,True,0.45,2,84
HSP20225186,Lifestyle,Vitae Oil,Oil,Hair Thinning,0.94,False,0.59,1,34
HSP20236375,Diet,Provident Cleanser,Tool,Dryness,0.87,False,0.91,2,43
HSP20211126,Haircare,Voluptatibus Tool,Tool,Pigmentation,0.95,False,0.56,1,67
HSP20248055,Lifestyle,Ipsa Cleanser,Supplement,Hair Thinning,0.76,False,0.84,0,38
HSP20223116,Skincare,Voluptas Cleanser,Oil,Wrinkles,0.83,True,0.43,5,17
HSP20249725,Lifestyle,Cumque Tool,Cleanser,Acne,0.96,False,0.44,1,52
HSP20229196,Skincare,Tempore Supplement,Supplement,Dryness,0.71,True,0.31,3,63
HSP20256802,Haircare,Impedit Supplement,Supplement,Hair Thinning,0.88,True,0.76,5,66
HSP20217505,Haircare,Maxime Oil,Tool,Wrinkles,0.79,False,0.52,4,37
HSP20218147,Diet,Sint Tool,Serum,Dryness,0.8,False,0.78,3,28
HSP20218532,Lifestyle,Est Oil,Supplement,Wrinkles,0.72,False,0.95,4,17
HSP20216129,Skincare,Est Supplement,Serum,Wrinkles,0.76,False,1.0,5,28
HSP20258033,Lifestyle,Deleniti Tool,Oil,Pigmentation,0.75,True,0.84,5,43
HSP20257626,Skincare,Perferendis Supplement,Oil,Dryness,0.76,True,0.36,5,72
HSP20245743,Skincare,Dolor Cleanser,Serum,Pigmentation,0.95,True,0.9,2,16
HSP20217636,Skincare,Odit Oil,Serum,Hair Thinning,0.82,True,0.79,1,83
HSP20216321,Diet,Sequi Cleanser,Cleanser,Wrinkles,0.86,True,0.9,1,61
HSP20228538,Diet,Minima Oil,Tool,Acne,0.79,False,0.67,4,57
HSP20232443,Haircare,Nesciunt Supplement,Supplement,Acne,0.84,True,0.55,4,33
HSP20242734,Diet,Voluptates Cleanser,Serum,Acne,0.96,True,0.42,0,48
HSP20228138,Diet,Quo Supplement,Oil,Wrinkles,0.74,True,0.7,0,35
HSP20257560,Lifestyle,Optio Serum,Serum,Acne,0.89,False,0.44,2,79
HSP20252288,Haircare,Quidem Serum,Oil,Pigmentation,0.81,False,0.96,0,70
HSP20246083,Haircare,Vel Serum,Cleanser,Acne,0.77,False,0.77,1,65
HSP20234630,Haircare,Esse Cleanser,Tool,Wrinkles,0.91,True,0.61,0,7
HSP20233754,Skincare,Expedita Supplement,Tool,Dryness,0.97,False,0.82,1,16
HSP20219363,Haircare,Vero Cleanser,Supplement,Acne,0.83,True,0.7,3,16
HSP20219693,Haircare,Saepe Tool,Oil,Pigmentation,0.9,False,0.71,5,82
HSP20254176,Lifestyle,Beatae Oil,Serum,Dryness,0.95,False,0.55,0,41
HSP20236752,Haircare,Qui Supplement,Tool,Acne,0.79,False,0.45,3,17
HSP20224871,Skincare,Occaecati Tool,Serum,Acne,0.71,False,0.33,2,13
HSP20213399,Skincare,Quia Supplement,Cleanser,Acne,0.95,True,0.77,4,48
HSP20234232,Lifestyle,Voluptatibus Serum,Cleanser,Wrinkles,0.89,False,0.73,4,31
HSP20223504,Diet,Magni Oil,Oil,Hair Thinning,0.95,False,0.64,3,13
HSP20213902,Diet,Autem Supplement,Tool,Pigmentation,0.95,False,0.55,1,47
HSP20248601,Lifestyle,Recusandae Supplement,Serum,Pigmentation,0.97,True,0.79,1,46
HSP20258354,Lifestyle,Culpa Supplement,Serum,Wrinkles,0.77,False,0.69,5,71
HSP20256295,Lifestyle,Assumenda Serum,Oil,Pigmentation,0.85,False,0.4,0,73
HSP20233473,Haircare,Quo Oil,Oil,Acne,0.87,True,0.52,2,78
HSP20242118,Skincare,Quae Oil,Serum,Pigmentation,0.72,True,0.96,0,79
HSP20248245,Lifestyle,Eligendi Supplement,Supplement,Wrinkles,0.89,True,0.91,4,28
HSP20235500,Lifestyle,Rem Oil,Tool,Wrinkles,0.9,False,0.55,0,40
HSP20251920,Diet,Quidem Supplement,Serum,Pigmentation,0.85,False,0.77,5,24
HSP20239312,Diet,Distinctio Cleanser,Oil,Wrinkles,0.98,True,0.48,4,75
HSP20216085,Skincare,Doloremque Supplement,Serum,Acne,0.95,False,0.95,0,36
HSP20248404,Lifestyle,Itaque Tool,Oil,Dryness,0.89,False,0.95,4,39
HSP20211932,Lifestyle,Quasi Serum,Supplement,Dryness,0.82,False,0.97,0,59
HSP20235703,Skincare,Numquam Supplement,Cleanser,Acne,0.9,False,0.33,3,75
HSP20212479,Skincare,Cum Oil,Serum,Acne,0.96,False,0.64,4,16
HSP20259307,Diet,Vero Cleanser,Oil,Pigmentation,0.83,False,0.7,1,35
HSP20248581,Lifestyle,Enim Oil,Oil,Acne,0.74,True,0.63,2,39
HSP20251672,Skincare,Reprehenderit Oil,Serum,Pigmentation,0.94,True,0.31,0,70
HSP20244084,Lifestyle,Porro Serum,Serum,Wrinkles,0.78,False,0.3,0,75
HSP20238792,Skincare,Consectetur Serum,Oil,Wrinkles,0.82,False,0.81,1,71
HSP20253471,Diet,Quaerat Supplement,Supplement,Wrinkles,0.93,False,0.96,0,74
HSP20218381,Lifestyle,Occaecati Oil,Oil,Acne,0.88,False,0.48,3,69
HSP20216626,Haircare,Aspernatur Serum,Tool,Dryness,0.97,True,0.84,4,36
HSP20219266,Diet,Odit Tool,Serum,Pigmentation,0.87,True,0.79,0,88
HSP20221641,Haircare,Delectus Serum,Supplement,Dryness,0.97,False,0.8,1,53
HSP20228172,Lifestyle,Quam Tool,Cleanser,Dryness,0.81,False,0.8,3,42
HSP20249586,Skincare,Nesciunt Tool,Tool,Acne,0.71,True,0.57,5,12
HSP20253600,Diet,Odit Tool,Tool,Pigmentation,0.82,False,0.42,5,66
HSP20237108,Lifestyle,Recusandae Tool,Tool,Hair Thinning,0.71,True,0.39,0,29
HSP20237347,Haircare,Aspernatur Supplement,Oil,Dryness,0.89,True,0.86,4,34
HSP20246543,Lifestyle,Ratione Serum,Serum,Hair Thinning,0.99,True,0.54,1,52
HSP20251857,Lifestyle,Officiis Serum,Serum,Wrinkles,0.87,True,0.96,5,13
HSP20232079,Lifestyle,Veniam Cleanser,Oil,Acne,0.75,True,0.8,2,50
HSP20232548,Diet,Inventore Tool,Serum,Pigmentation,0.92,True,0.36,3,63
HSP20257333,Lifestyle,Adipisci Serum,Oil,Wrinkles,0.95,True,0.87,4,58
HSP20235128,Diet,Nam Tool,Oil,Dryness,0.71,False,0.36,0,23
HSP20253463,Diet,Facere Cleanser,Oil,Hair Thinning,0.71,False,0.53,1,25
HSP20232335,Skincare,A Tool,Cleanser,Dryness,0.85,False,0.67,2,53
HSP20253317,Skincare,Esse Tool,Serum,Wrinkles,0.78,False,0.94,0,85
HSP20236082,Lifestyle,Repellendus Tool,Oil,Dryness,0.81,False,0.33,0,75
HSP20243112,Haircare,Aut Supplement,Serum,Acne,0.79,True,0.67,5,7
HSP20252388,Lifestyle,Aperiam Oil,Supplement,Hair Thinning,0.82,False,0.49,4,43
HSP20237171,Haircare,Nisi Tool,Cleanser,Acne,0.74,True,0.87,2,62
HSP20233093,Skincare,Laborum Cleanser,Supplement,Wrinkles,0.99,True,0.53,5,75
HSP20252531,Lifestyle,Voluptates Serum,Oil,Pigmentation,0.81,True,0.73,3,54
HSP20249331,Skincare,At Supplement,Supplement,Wrinkles,0.91,True,0.57,5,47
HSP20231298,Haircare,Quis Serum,Supplement,Wrinkles,0.96,True,0.69,1,69
HSP20236060,Skincare,Assumenda Cleanser,Oil,Wrinkles,0.83,False,0.75,2,21
HSP20224509,Haircare,Atque Serum,Serum,Pigmentation,0.98,True,0.86,0,86
HSP20238967,Diet,Optio Oil,Supplement,Pigmentation,0.71,False,0.53,1,76
HSP20224711,Skincare,Aliquid Tool,Supplement,Dryness,0.84,False,0.52,2,10
HSP20223538,Lifestyle,Illo Cleanser,Tool,Dryness,0.9,False,0.88,0,63
HSP20215846,Haircare,Nemo Supplement,Supplement,Dryness,0.91,True,0.99,0,54
HSP20219317,Haircare,Ducimus Tool,Supplement,Acne,0.78,False,0.91,2,14
HSP20259626,Skincare,Deleniti Cleanser,Supplement,Dryness,0.92,False,0.55,3,17
HSP20216517,Skincare,Temporibus Oil,Tool,Hair Thinning,0.91,False,0.37,5,51
HSP20253147,Skincare,Tenetur Supplement,Serum,Dryness,0.93,True,0.67,4,88
HSP20257172,Diet,Nihil Serum,Tool,Acne,0.78,False,0.76,5,18
HSP20223658,Diet,Minima Serum,Cleanser,Acne,0.89,True,0.45,3,40
HSP20223712,Skincare,Modi Supplement,Supplement,Acne,0.71,False,0.6,3,81
HSP20241715,Haircare,Occaecati Cleanser,Cleanser,Wrinkles,0.87,False,0.91,5,86
HSP20246968,Haircare,Minus Oil,Tool,Hair Thinning,0.97,False,0.67,3,35
HSP20228277,Lifestyle,Minus Tool,Cleanser,Acne,0.92,True,0.61,5,54
HSP20255668,Haircare,Beatae Cleanser,Tool,Acne,0.92,False,0.44,0,53
HSP20244833,Lifestyle,Vero Cleanser,Oil,Acne,0.81,False,0.74,0,26
HSP20254918,Diet,Ut Serum,Cleanser,Wrinkles,0.71,True,0.81,4,45
HSP20238684,Skincare,Quis Cleanser,Supplement,Hair Thinning,0.94,True,0.58,4,35
HSP20227026,Lifestyle,Deleniti Oil,Tool,Pigmentation,0.83,True,0.9,3,45
HSP20258218,Haircare,Ullam Oil,Supplement,Dryness,0.92,True,0.5,5,46
HSP20245616,Diet,Laudantium Tool,Supplement,Pigmentation,0.79,False,0.78,4,22
HSP20249239,Diet,Cumque Serum,Tool,Hair Thinning,0.86,False,0.41,0,44
HSP20257859,Lifestyle,Dolorum Cleanser,Serum,Hair Thinning,0.79,False,0.93,4,77
HSP20224271,Lifestyle,Quidem Oil,Cleanser,Dryness,0.9,True,0.99,1,32
HSP20253267,Skincare,Mollitia Supplement,Cleanser,Dryness,0.92,True,0.96,1,73
HSP20231854,Haircare,Quia Serum,Tool,Wrinkles,0.76,True,0.84,1,48
HSP20247081,Skincare,Debitis Tool,Cleanser,Wrinkles,0.71,True,0.77,2,7
HSP20252680,Skincare,Et Supplement,Cleanser,Hair Thinning,0.84,False,0.54,3,61
HSP20253042,Diet,A Oil,Serum,Wrinkles,0.95,True,0.9,3,12
HSP20232374,Haircare,Adipisci Oil,Supplement,Wrinkles,0.71,False,0.73,3,32
HSP20225469,Lifestyle,In Tool,Serum,Pigmentation,0.81,True,0.59,3,31
HSP20249410,Skincare,Officiis Tool,Tool,Dryness,0.94,True,0.52,1,12
HSP20228167,Lifestyle,Veniam Serum,Serum,Hair Thinning,0.97,True,0.43,2,66
HSP20214637,Lifestyle,Quisquam Serum,Oil,Pigmentation,0.89,True,0.77,4,57
HSP20246727,Haircare,Nisi Serum,Serum,Hair Thinning,0.77,False,0.53,1,58
HSP20217797,Lifestyle,Quibusdam Tool,Cleanser,Hair Thinning,0.94,True,0.83,3,76
HSP20217495,Lifestyle,Modi Serum,Serum,Wrinkles,0.8,False,0.67,4,74
HSP20257126,Skincare,Eum Cleanser,Oil,Hair Thinning,0.72,True,0.45,2,27
HSP20227326,Diet,Expedita Cleanser,Tool,Pigmentation,0.84,False,0.36,2,71
HSP20217142,Skincare,Officia Oil,Tool,Acne,0.94,False,0.8,4,24
HSP20221461,Haircare,Laborum Supplement,Serum,Hair Thinning,0.97,False,0.79,4,63
HSP20232623,Skincare,Dolor Cleanser,Serum,Acne,0.97,True,0.69,4,34
HSP20233392,Diet,Harum Tool,Serum,Hair Thinning,0.87,False,0.98,5,40
HSP20221627,Diet,Eaque Tool,Oil,Hair Thinning,0.89,True,0.32,2,75
HSP20238740,Haircare,Culpa Cleanser,Supplement,Wrinkles,0.91,False,0.93,4,55
HSP20228685,Lifestyle,Aliquid Cleanser,Oil,Acne,0.93,True,0.71,0,34
HSP20241086,Skincare,Ut Tool,Serum,Wrinkles,0.89,False,0.99,5,60
HSP20211311,Diet,Nihil Serum,Supplement,Hair Thinning,0.73,False,0.77,5,45
HSP20234533,Haircare,Sint Serum,Tool,Wrinkles,0.78,True,0.75,5,34
HSP20229991,Lifestyle,Ad Tool,Cleanser,Pigmentation,0.88,True,0.41,3,20
HSP20259647,Haircare,Excepturi Oil,Tool,Hair Thinning,0.76,False,0.74,0,43
HSP20242821,Skincare,Enim Supplement,Supplement,Wrinkles,0.74,True,0.49,1,87
HSP20234893,Lifestyle,Atque Cleanser,Serum,Pigmentation,0.94,True,0.53,0,68
HSP20232996,Diet,Consequuntur Oil,Cleanser,Pigmentation,0.84,False,0.96,4,84
HSP20214906,Diet,Saepe Supplement,Cleanser,Dryness,0.77,True,0.57,3,76
HSP20248489,Haircare,Aliquid Oil,Cleanser,Acne,0.88,False,0.83,5,85
HSP20212816,Lifestyle,Occaecati Oil,Oil,Dryness,0.96,True,0.94,4,46
HSP20249782,Skincare,Sapiente Oil,Tool,Pigmentation,0.93,False,0.46,2,8
HSP20219443,Skincare,Veniam Supplement,Oil,Wrinkles,0.71,False,0.57,3,56
HSP20254963,Haircare,Voluptatibus Serum,Tool,Hair Thinning,0.74,False,0.8,4,47
HSP20225772,Lifestyle,Architecto Supplement,Cleanser,Pigmentation,0.89,False,0.33,5,45
HSP20241025,Haircare,Exercitationem Supplement,Supplement,Hair Thinning,0.94,False,0.47,3,65
HSP20256780,Haircare,Aperiam Tool,Cleanser,Hair Thinning,0.83,True,0.77,3,27
HSP20227825,Haircare,Natus Oil,Oil,Hair Thinning,0.82,False,0.61,0,62
HSP20222402,Skincare,Nulla Serum,Supplement,Pigmentation,0.72,True,0.58,1,73
HSP20256908,Haircare,Eveniet Oil,Cleanser,Hair Thinning,0.92,False,0.94,5,75
HSP20219618,Haircare,Quis Cleanser,Tool,Dryness,0.82,True,0.6,4,84
HSP20259312,Lifestyle,Esse Cleanser,Cleanser,Pigmentation,0.9,False,0.96,3,90
HSP20251333,Lifestyle,Aspernatur Cleanser,Tool,Wrinkles,0.78,False,0.61,0,14
HSP20248702,Haircare,Deserunt Supplement,Oil,Pigmentation,0.93,False,0.73,2,89
HSP20217338,Skincare,Provident Tool,Supplement,Dryness,0.73,False,0.74,5,17
HSP20235155,Diet,Illum Tool,Cleanser,Wrinkles,0.75,True,0.66,3,36
HSP20216850,Diet,Eveniet Serum,Oil,Acne,0.85,True,0.91,5,16
HSP20216649,Haircare,Repellat Oil,Oil,Pigmentation,0.83,False,0.5,5,11
HSP20222698,Lifestyle,Ipsum Serum,Supplement,Hair Thinning,0.77,True,0.91,4,17
HSP20256447,Skincare,Repellat Serum,Tool,Acne,0.75,False,0.6,3,52
HSP20221726,Diet,Sapiente Supplement,Supplement,Pigmentation,0.75,True,0.84,0,13
HSP20239945,Skincare,Veniam Oil,Tool,Pigmentation,0.84,False,0.55,1,90
HSP20233868,Lifestyle,Iste Supplement,Cleanser,Acne,0.8,False,0.9,1,23
HSP20248840,Diet,Ex Tool,Tool,Hair Thinning,0.86,False,0.8,5,32
HSP20223209,Skincare,Incidunt Oil,Cleanser,Dryness,0.96,True,0.93,3,57
HSP20218498,Diet,Dicta Oil,Tool,Acne,0.8,True,0.97,5,64
HSP20215807,Skincare,Ut Tool,Oil,Acne,0.71,True,0.56,3,18
HSP20221717,Haircare,Quasi Supplement,Serum,Dryness,0.96,False,0.49,0,9
HSP20221686,Lifestyle,Est Supplement,Cleanser,Dryness,0.78,False,0.51,3,39
HSP20236080,Haircare,Neque Supplement,Tool,Pigmentation,0.88,False,0.61,2,24
HSP20257524,Lifestyle,In Supplement,Serum,Pigmentation,0.91,True,0.93,2,70
HSP20258756,Lifestyle,Harum Supplement,Serum,Acne,0.9,False,0.44,0,27
HSP20231599,Diet,Assumenda Tool,Supplement,Dryness,0.97,False,0.49,2,52
HSP20225687,Lifestyle,Quos Supplement,Tool,Dryness,0.74,True,0.36,2,15
HSP20231783,Diet,Rerum Supplement,Cleanser,Hair Thinning,0.86,True,0.38,1,13
HSP20235476,Skincare,Doloribus Oil,Supplement,Dryness,0.74,True,0.51,5,38
HSP20217029,Haircare,Sunt Tool,Oil,Wrinkles,0.78,False,0.72,2,89
HSP20247553,Diet,Veritatis Cleanser,Cleanser,Dryness,0.94,False,0.83,2,65
HSP20247334,Lifestyle,Nobis Oil,Supplement,Acne,0.78,False,0.47,3,65
HSP20234060,Haircare,Quos Supplement,Oil,Pigmentation,0.98,False,0.31,1,72
HSP20249151,Haircare,Possimus Supplement,Serum,Hair Thinning,0.96,True,0.44,3,64
HSP20239507,Skincare,Architecto Serum,Serum,Hair Thinning,0.97,False,0.54,4,44
HSP20232353,Diet,Laborum Cleanser,Tool,Hair Thinning,0.83,True,0.79,4,79
HSP20242293,Haircare,Temporibus Serum,Oil,Pigmentation,0.87,True,0.52,0,23
HSP20243956,Haircare,Velit Oil,Supplement,Hair Thinning,0.86,False,0.81,4,67
HSP20255813,Skincare,Modi Cleanser,Supplement,Hair Thinning,0.71,True,0.31,0,50
HSP20232680,Diet,Qui Oil,Tool,Hair Thinning,0.83,True,0.39,2,74
HSP20216372,Diet,Ipsum Cleanser,Supplement,Pigmentation,0.89,False,0.45,2,21
HSP20236021,Haircare,Voluptatem Cleanser,Supplement,Dryness,0.83,False,0.44,2,14
HSP20247981,Lifestyle,Nesciunt Serum,Tool,Acne,0.86,False,0.38,5,34
HSP20228272,Skincare,Nemo Cleanser,Tool,Pigmentation,0.71,False,0.34,1,48
HSP20238325,Lifestyle,Distinctio Tool,Supplement,Pigmentation,0.98,True,0.4,5,67
HSP20216776,Haircare,In Serum,Cleanser,Hair Thinning,0.91,True,0.35,0,88
HSP20258126,Skincare,Minus Serum,Cleanser,Wrinkles,0.73,False,0.66,5,26
HSP20231939,Skincare,Ea Tool,Serum,Pigmentation,0.83,False,0.97,2,70
HSP20217655,Haircare,Quidem Oil,Oil,Acne,0.97,False,0.85,0,54
HSP20239406,Skincare,Pariatur Oil,Serum,Hair Thinning,0.87,False,0.62,5,9
HSP20221510,Lifestyle,Excepturi Cleanser,Oil,Dryness,0.8,True,0.96,3,58
HSP20228179,Haircare,Et Supplement,Cleanser,Dryness,0.87,False,0.71,2,64
HSP20213068,Haircare,In Serum,Oil,Hair Thinning,0.77,True,0.33,2,69
HSP20214866,Skincare,Voluptatum Oil,Tool,Hair Thinning,0.97,True,0.52,3,84
HSP20236933,Lifestyle,Dicta Oil,Supplement,Dryness,0.83,True,0.38,4,82
HSP20241530,Lifestyle,Officiis Cleanser,Oil,Hair Thinning,0.94,True,0.32,4,45
HSP20253513,Diet,Aspernatur Supplement,Supplement,Acne,0.94,True,0.4,4,53
HSP20247077,Lifestyle,Ratione Tool,Cleanser,Hair Thinning,0.96,True,0.81,3,25
HSP20238273,Skincare,Neque Serum,Oil,Pigmentation,0.75,True,0.7,2,84
HSP20213255,Diet,Nesciunt Cleanser,Oil,Pigmentation,0.79,False,0.42,4,70
HSP20257012,Skincare,Quos Supplement,Supplement,Dryness,0.95,True,0.58,1,16
HSP20246150,Lifestyle,Quia Tool,Cleanser,Acne,0.82,True,0.42,5,45
HSP20235089,Lifestyle,Deleniti Supplement,Oil,Acne,0.81,False,0.91,5,19
HSP20211424,Lifestyle,Molestias Oil,Supplement,Acne,0.81,True,0.97,0,9
HSP20229176,Skincare,Exercitationem Serum,Cleanser,Wrinkles,0.97,False,0.4,2,85
HSP20257340,Diet,Facere Tool,Oil,Acne,0.75,True,0.9,2,22
HSP20252929,Haircare,Enim Supplement,Cleanser,Hair Thinning,0.81,True,0.3,5,60
HSP20235264,Haircare,Iure Serum,Tool,Acne,0.78,False,0.72,1,70
HSP20244515,Lifestyle,Tenetur Tool,Cleanser,Dryness,0.93,False,0.39,5,80
HSP20255678,Haircare,Beatae Oil,Supplement,Wrinkles,0.73,True,0.95,1,57
HSP20244279,Lifestyle,Odio Supplement,Cleanser,Acne,0.92,True,0.71,5,51
HSP20213223,Haircare,Maxime Supplement,Cleanser,Hair Thinning,0.92,False,0.6,1,10
HSP20218406,Lifestyle,Consectetur Supplement,Oil,Hair Thinning,0.92,True,0.56,5,19
HSP20228292,Diet,Quidem Supplement,Supplement,Hair Thinning,0.77,False,0.81,0,82
HSP20216236,Lifestyle,Eaque Supplement,Supplement,Hair Thinning,0.82,False,0.99,1,88
HSP20232063,Diet,Asperiores Cleanser,Tool,Pigmentation,0.8,True,0.95,4,25
HSP20259882,Lifestyle,Fugiat Oil,Serum,Pigmentation,0.97,False,0.47,1,88
HSP20235914,Lifestyle,Minus Tool,Supplement,Acne,0.93,False,0.6,0,48
HSP20223852,Skincare,Veniam Tool,Cleanser,Pigmentation,0.97,True,0.62,5,22
HSP20239335,Skincare,Sed Cleanser,Serum,Hair Thinning,0.92,False,0.63,3,23
HSP20222988,Skincare,Sed Oil,Supplement,Hair Thinning,0.77,True,0.44,2,42
HSP20223275,Diet,Animi Oil,Oil,Acne,0.82,False,0.83,3,65
HSP20229094,Lifestyle,Aut Serum,Serum,Pigmentation,0.88,True,0.78,5,41
HSP20216912,Haircare,Eaque Supplement,Serum,Acne,0.78,True,0.64,1,57
HSP20257044,Diet,Repudiandae Supplement,Oil,Wrinkles,0.71,False,0.87,3,54
