user_id,diet_type,smoker,alcohol_consumption,stress_level,sleep_hours,water_intake_liters,exercise_frequency,skincare_routine_level,satisfaction_score,perceived_improvement_score
HSP20248581,Vegan,False,None,2,6.6,2.2,1–2x/week,1,5,4
HSP20251672,Mixed,False,Regular,8,4.0,3.7,Daily,2,4,3
HSP20244084,Vegan,True,None,5,6.7,2.7,3–5x/week,0,5,3
HSP20238792,Mixed,True,None,7,6.4,2.1,1–2x/week,2,4,3
HSP20253471,Vegetarian,False,None,7,6.3,1.5,1–2x/week,0,4,2
HSP20218381,Vegan,False,Rare,2,9.2,1.8,3–5x/week,0,2,0
HSP20216626,Keto,False,None,3,5.3,2.2,Daily,3,3,1
HSP20219266,Mixed,True,None,3,8.0,2.5,1–2x/week,2,5,3
HSP20221641,Vegetarian,True,Rare,5,5.0,3.3,None,2,4,4
HSP20228172,Vegan,True,Rare,4,7.4,2.8,3–5x/week,1,1,0
HSP20249586,Vegan,False,Rare,5,7.4,3.9,None,0,2,2
HSP20253600,Vegan,True,None,5,9.1,2.1,3–5x/week,0,1,0
HSP20237108,Keto,True,None,3,8.4,2.7,3–5x/week,2,3,3
HSP20237347,Vegetarian,True,None,2,7.1,1.5,1–2x/week,0,3,2
HSP20246543,Vegetarian,False,None,3,6.3,2.0,None,0,5,3
HSP20251857,Keto,False,Rare,6,7.5,3.1,3–5x/week,2,4,3
HSP20232079,Keto,True,Rare,6,4.0,2.5,3–5x/week,2,1,0
HSP20232548,Mixed,True,None,6,7.8,2.4,3–5x/week,1,1,0
HSP20257333,Vegan,True,Regular,3,7.4,2.7,None,3,1,0
HSP20235128,Keto,False,Rare,3,6.9,2.3,None,0,5,3
HSP20253463,Mixed,True,Rare,4,5.0,1.8,None,3,5,5
HSP20232335,Keto,True,None,3,7.4,2.5,Daily,2,4,4
HSP20253317,Keto,False,Regular,2,6.3,2.2,1–2x/week,2,4,2
HSP20236082,Vegetarian,True,None,5,6.1,3.1,1–2x/week,2,4,4
HSP20243112,Mixed,False,None,5,6.1,1.7,1–2x/week,1,1,1
HSP20252388,Keto,False,None,9,7.4,2.4,1–2x/week,2,2,0
HSP20237171,Keto,True,None,7,6.5,3.5,None,2,3,3
HSP20233093,Vegetarian,False,Rare,2,6.5,2.7,1–2x/week,3,1,0
HSP20252531,Vegetarian,False,None,4,5.1,2.4,1–2x/week,2,1,0
HSP20249331,Vegan,False,Rare,6,7.2,1.6,Daily,3,5,4
HSP20231298,Vegetarian,True,None,3,6.7,2.6,3–5x/week,3,4,2
HSP20236060,Vegan,True,None,8,6.5,3.1,3–5x/week,2,4,4
HSP20224509,Mixed,False,None,9,6.9,3.4,Daily,2,4,2
HSP20238967,Mixed,True,None,2,5.3,2.6,Daily,1,2,0
HSP20224711,Vegetarian,True,Regular,5,6.6,1.9,Daily,0,3,2
HSP20223538,Vegan,False,Regular,3,7.6,3.9,None,1,5,5
HSP20215846,Mixed,False,None,6,6.5,2.8,3–5x/week,1,5,5
HSP20219317,Vegan,False,None,3,6.6,2.1,3–5x/week,3,5,3
HSP20259626,Vegetarian,False,None,9,4.3,2.1,1–2x/week,1,5,4
HSP20216517,Vegetarian,False,None,2,4.8,3.5,3–5x/week,1,2,0
HSP20253147,Keto,False,None,6,6.4,2.3,Daily,3,3,2
HSP20257172,Mixed,True,None,4,7.6,1.8,1–2x/week,1,5,5
HSP20223658,Vegetarian,True,None,7,5.6,2.5,1–2x/week,0,4,2
HSP20223712,Vegan,False,None,6,7.7,2.8,Daily,3,4,2
HSP20241715,Keto,True,Rare,8,6.8,2.5,3–5x/week,2,5,5
HSP20246968,Keto,False,Rare,7,7.0,2.6,Daily,2,2,2
HSP20228277,Mixed,False,Rare,3,5.3,2.5,Daily,2,3,1
HSP20255668,Vegan,True,Regular,9,5.2,2.5,3–5x/week,3,3,3
HSP20244833,Vegetarian,False,Regular,8,5.9,4.0,1–2x/week,3,4,3
HSP20254918,Vegetarian,True,Rare,9,6.5,1.7,Daily,2,3,3
HSP20238684,Vegan,False,None,7,6.3,2.8,None,2,4,3
HSP20227026,Vegetarian,False,None,8,8.5,2.1,1–2x/week,0,1,0
HSP20258218,Mixed,False,Rare,4,4.6,3.0,None,0,4,4
HSP20245616,Vegetarian,True,Rare,7,4.8,2.2,Daily,1,2,1
HSP20249239,Mixed,True,None,5,6.2,2.5,3–5x/week,1,4,3
HSP20257859,Keto,True,None,6,7.3,2.1,Daily,0,1,0
HSP20224271,Vegetarian,False,None,5,6.2,2.5,1–2x/week,2,5,5
HSP20253267,Vegetarian,False,Rare,9,6.7,2.6,1–2x/week,2,5,4
HSP20231854,Keto,False,None,7,7.0,3.0,3–5x/week,2,3,2
HSP20247081,Vegetarian,False,None,4,7.0,2.8,Daily,0,5,4
HSP20252680,Keto,False,Regular,8,4.6,2.5,1–2x/week,3,2,2
HSP20253042,Vegan,True,None,6,7.1,2.9,None,0,5,3
HSP20232374,Mixed,False,None,4,5.7,2.1,3–5x/week,0,2,2
HSP20225469,Vegan,False,Rare,5,5.8,2.8,1–2x/week,0,4,3
HSP20249410,Vegan,False,None,3,7.7,2.3,1–2x/week,3,2,1
HSP20228167,Vegan,True,Regular,7,7.6,2.6,Daily,3,5,4
HSP20214637,Vegan,False,None,2,6.4,2.4,Daily,2,1,0
HSP20246727,Vegetarian,True,None,7,7.4,2.7,3–5x/week,0,2,0
HSP20217797,Vegan,False,None,6,9.2,2.0,1–2x/week,2,2,0
HSP20217495,Vegetarian,False,Regular,4,7.1,2.2,1–2x/week,2,5,4
HSP20257126,Vegan,False,None,7,5.5,2.5,Daily,2,5,5
HSP20227326,Keto,True,None,6,6.7,4.3,3–5x/week,1,3,3
HSP20217142,Keto,False,Rare,3,6.3,1.8,3–5x/week,3,5,5
HSP20221461,Mixed,True,Rare,6,6.8,1.3,None,3,4,2
HSP20232623,Mixed,False,Rare,7,6.4,2.5,1–2x/week,2,5,4
HSP20233392,Keto,True,Regular,2,7.5,3.1,None,0,3,1
HSP20221627,Vegan,False,None,5,5.9,2.4,3–5x/week,2,2,0
HSP20238740,Vegetarian,False,Rare,9,5.6,1.8,1–2x/week,1,3,2
HSP20228685,Keto,False,None,3,6.9,1.7,1–2x/week,2,3,1
HSP20241086,Keto,False,None,7,6.0,1.9,3–5x/week,3,2,0
HSP20211311,Vegan,True,None,4,7.2,3.6,3–5x/week,2,3,1
HSP20234533,Vegetarian,False,None,6,4.9,1.4,Daily,2,5,5
HSP20229991,Keto,False,None,6,6.4,2.5,None,1,4,4
HSP20259647,Mixed,True,Rare,6,6.8,2.2,Daily,0,3,3
HSP20242821,Keto,True,None,9,6.3,2.7,None,2,4,2
HSP20234893,Keto,True,Regular,3,7.7,1.3,3–5x/week,2,5,4
HSP20232996,Vegetarian,True,None,6,6.1,2.6,3–5x/week,3,1,1
HSP20214906,Keto,True,None,8,5.4,3.5,None,0,1,0
HSP20248489,Vegan,True,Rare,2,5.7,2.5,None,3,1,0
HSP20212816,Keto,False,None,9,7.2,2.1,Daily,1,5,4
HSP20249782,Vegan,True,None,4,4.3,2.2,None,2,5,5
HSP20219443,Keto,False,None,5,7.7,2.3,3–5x/week,1,4,3
HSP20254963,Mixed,False,Rare,7,5.5,3.1,Daily,0,4,4
HSP20225772,Keto,True,None,5,6.1,2.2,3–5x/week,0,2,2
HSP20241025,Vegan,True,Rare,2,6.7,3.0,None,2,2,2
HSP20256780,Keto,False,None,6,9.4,3.0,1–2x/week,3,4,2
HSP20227825,Mixed,False,None,8,7.9,2.2,Daily,0,3,1
HSP20222402,Vegetarian,True,Rare,2,5.3,2.5,None,3,2,1
HSP20256908,Keto,False,None,4,6.6,1.9,Daily,0,5,5
HSP20219618,Vegan,True,Regular,8,6.3,2.7,1–2x/week,3,5,4
HSP20259312,Vegetarian,True,Rare,8,6.9,2.8,Daily,0,1,1
HSP20251333,Mixed,True,Rare,4,6.8,2.2,None,2,2,1
HSP20248702,Mixed,False,None,3,5.9,1.8,Daily,1,3,1
HSP20217338,Vegan,False,Regular,7,8.6,2.5,Daily,2,3,2
HSP20235155,Vegan,True,None,7,6.2,1.9,3–5x/week,2,1,1
HSP20216850,Vegetarian,False,None,8,10.0,1.9,Daily,1,5,5
HSP20216649,Vegan,True,None,3,6.0,2.7,1–2x/week,3,4,2
HSP20222698,Vegan,True,None,6,7.2,3.1,Daily,0,3,2
HSP20256447,Mixed,True,None,3,8.7,2.8,3–5x/week,1,2,2
HSP20221726,Vegan,False,Regular,3,5.2,2.3,None,1,4,4
HSP20239945,Mixed,False,None,2,6.9,3.7,Daily,3,3,2
HSP20233868,Keto,True,Rare,2,4.8,3.2,Daily,3,4,4
HSP20248840,Mixed,False,None,7,6.7,3.0,None,3,4,2
HSP20223209,Keto,True,Rare,4,6.4,2.0,None,3,2,2
HSP20218498,Vegan,False,None,6,7.4,2.9,None,3,5,5
HSP20215807,Vegetarian,True,Rare,4,7.7,2.5,Daily,2,3,2
HSP20221717,Vegan,False,None,3,5.8,1.6,None,3,1,0
HSP20221686,Mixed,True,None,6,7.5,2.8,None,3,1,1
HSP20236080,Vegan,True,None,3,5.3,2.2,Daily,0,1,0
HSP20257524,Vegetarian,False,None,3,5.9,1.6,1–2x/week,3,5,5
HSP20258756,Keto,False,Regular,9,5.5,1.8,3–5x/week,1,1,0
HSP20231599,Mixed,True,None,8,6.0,2.1,1–2x/week,2,2,1
HSP20225687,Vegetarian,True,None,8,4.5,3.7,None,3,3,2
HSP20231783,Vegetarian,True,Rare,5,8.0,2.0,1–2x/week,2,5,5
HSP20235476,Vegan,True,Rare,3,6.8,2.8,None,3,3,2
HSP20217029,Mixed,False,Rare,9,7.9,2.0,3–5x/week,2,3,2
HSP20247553,Mixed,False,None,4,7.8,2.2,None,2,1,1
HSP20247334,Mixed,True,None,7,4.9,2.9,3–5x/week,3,5,3
HSP20234060,Vegetarian,True,None,9,8.0,4.1,None,3,4,4
HSP20249151,Keto,True,None,7,5.1,2.9,Daily,3,1,0
HSP20239507,Vegan,True,None,8,6.0,3.0,None,2,1,0
HSP20232353,Vegan,True,Rare,7,4.7,1.7,1–2x/week,1,4,3
HSP20242293,Vegan,True,Rare,9,5.6,2.5,Daily,3,4,2
HSP20243956,Keto,True,None,6,5.7,2.9,1–2x/week,2,3,1
HSP20255813,Keto,True,Rare,9,7.7,2.9,1–2x/week,0,2,2
HSP20232680,Mixed,False,None,8,8.4,2.7,Daily,2,4,3
HSP20216372,Vegan,True,Rare,6,5.0,3.3,3–5x/week,0,5,4
HSP20236021,Keto,True,Rare,3,5.8,3.0,3–5x/week,3,1,0
HSP20247981,Vegan,True,None,9,8.4,2.8,3–5x/week,2,4,3
HSP20228272,Vegetarian,True,None,9,4.7,1.9,Daily,3,3,2
HSP20238325,Vegan,False,Rare,7,8.1,2.4,Daily,2,4,4
HSP20216776,Keto,True,None,5,6.6,3.0,3–5x/week,2,3,1
HSP20258126,Vegetarian,True,None,6,7.3,2.7,Daily,2,4,4
HSP20231939,Keto,False,Rare,4,6.2,2.3,Daily,0,2,0
HSP20217655,Mixed,False,Rare,9,7.5,2.8,None,3,4,3
HSP20239406,Keto,False,None,5,6.2,3.1,Daily,1,4,4
HSP20221510,Keto,False,None,9,6.3,2.0,None,0,1,0
HSP20228179,Mixed,False,None,8,5.6,1.9,1–2x/week,1,1,0
HSP20213068,Mixed,False,None,5,6.2,3.2,1–2x/week,1,1,1
HSP20214866,Mixed,True,None,8,5.5,2.6,None,3,1,0
HSP20236933,Vegan,True,Rare,2,5.7,2.3,Daily,2,2,2
HSP20241530,Vegan,False,None,8,4.7,2.4,3–5x/week,1,5,4
HSP20253513,Vegetarian,True,None,5,6.3,2.8,Daily,0,1,0
HSP20247077,Vegan,False,None,7,6.8,1.8,3–5x/week,3,3,3
HSP20238273,Vegetarian,True,Regular,2,7.8,2.6,3–5x/week,1,3,2
HSP20213255,Vegan,True,None,2,6.7,2.5,3–5x/week,1,4,3
HSP20257012,Vegan,True,None,2,5.9,2.6,Daily,3,5,3
HSP20246150,Keto,False,None,4,7.1,1.5,None,1,5,5
HSP20235089,Mixed,True,None,3,5.9,2.3,Daily,0,1,0
HSP20211424,Vegan,False,Regular,5,6.8,3.2,1–2x/week,3,5,3
HSP20229176,Keto,True,Regular,9,5.6,2.2,1–2x/week,0,3,3
HSP20257340,Vegan,False,Rare,4,5.9,2.0,None,3,5,4
HSP20252929,Vegan,False,None,2,6.1,3.0,1–2x/week,1,2,0
HSP20235264,Vegetarian,False,None,7,5.2,2.8,None,0,2,0
HSP20244515,Keto,False,None,3,4.5,2.2,1–2x/week,0,2,0
HSP20255678,Mixed,True,None,9,6.1,3.5,3–5x/week,2,3,2
HSP20244279,Vegetarian,False,None,9,6.2,1.2,1–2x/week,0,1,0
HSP20213223,Keto,False,None,9,4.1,2.5,3–5x/week,0,1,0
HSP20218406,Mixed,False,Rare,9,7.2,2.7,3–5x/week,2,2,2
HSP20228292,Mixed,False,None,7,6.7,3.2,3–5x/week,1,2,2
HSP20216236,Vegan,False,None,5,5.9,3.0,1–2x/week,3,5,3
HSP20232063,Vegetarian,False,None,3,4.5,2.0,3–5x/week,2,4,2
HSP20259882,Mixed,True,None,9,4.3,2.3,None,2,5,4
HSP20235914,Vegetarian,False,None,7,6.4,2.6,None,0,5,4
HSP20223852,Keto,False,Rare,2,6.6,1.9,1–2x/week,2,1,0
HSP20239335,Mixed,True,None,4,6.3,1.6,3–5x/week,1,2,2
HSP20222988,Mixed,False,Rare,6,8.1,2.3,1–2x/week,3,5,4
HSP20223275,Mixed,True,None,7,5.9,3.5,3–5x/week,0,1,0
HSP20229094,Mixed,False,None,4,5.0,1.8,None,3,3,2
HSP20216912,Vegan,True,Regular,6,5.2,2.5,1–2x/week,2,5,4
HSP20257044,Mixed,False,None,4,7.0,2.9,3–5x/week,0,5,3
HSP20243126,Mixed,True,None,9,9.6,1.2,Daily,1,4,2
HSP20252412,Keto,False,None,6,7.2,2.2,3–5x/week,1,3,3
HSP20216067,Vegan,False,Rare,9,5.8,2.1,Daily,1,5,4
HSP20248842,Vegan,False,None,8,5.4,3.5,3–5x/week,1,5,3
HSP20257730,Vegetarian,True,Rare,2,7.5,2.5,1–2x/week,2,5,3
HSP20242208,Vegetarian,False,None,9,8.1,1.6,Daily,0,1,0
HSP20226194,Vegetarian,False,None,3,4.9,1.2,Daily,2,4,4
HSP20218372,Keto,False,None,4,5.7,2.6,Daily,3,2,2
HSP20249476,Vegan,False,None,2,6.6,2.6,1–2x/week,3,5,5
HSP20233102,Vegetarian,True,Rare,6,4.8,3.0,None,0,3,3
HSP20253981,Keto,True,None,3,6.8,2.9,Daily,1,2,1
HSP20228088,Vegan,True,None,7,4.2,2.7,Daily,0,1,0
HSP20251907,Vegetarian,False,None,5,5.1,2.3,1–2x/week,2,5,3
HSP20219488,Vegan,False,Rare,4,7.1,2.6,1–2x/week,1,3,1
HSP20225982,Keto,False,Regular,9,5.5,2.5,Daily,0,3,3
HSP20223653,Vegetarian,True,None,4,4.7,3.2,3–5x/week,3,2,1
HSP20234694,Vegan,True,None,5,6.3,3.2,1–2x/week,0,5,5
HSP20239501,Vegetarian,False,None,9,5.9,2.2,Daily,0,3,2
HSP20232292,Mixed,False,None,5,5.6,3.0,3–5x/week,2,3,1
HSP20234216,Vegetarian,False,None,5,5.6,2.9,None,3,5,4
HSP20255496,Mixed,True,Rare,9,6.0,1.3,3–5x/week,2,5,5
HSP20225961,Mixed,False,Regular,8,5.8,1.8,None,2,3,3
HSP20259740,Mixed,False,None,9,6.5,1.8,1–2x/week,2,4,4
HSP20219234,Mixed,True,Rare,5,7.6,2.4,None,3,2,1
HSP20223526,Vegan,True,Rare,5,6.3,2.9,None,1,2,1
HSP20226531,Vegan,True,Rare,4,7.7,2.5,3–5x/week,3,3,3
HSP20251674,Vegan,True,Rare,9,5.6,1.4,1–2x/week,0,2,2
HSP20212330,Vegan,True,None,3,5.7,2.1,Daily,0,2,2
HSP20215336,Mixed,False,None,2,6.6,2.3,Daily,0,3,2
HSP20227825,Vegan,False,None,6,7.3,2.1,None,2,2,2
HSP20251496,Vegan,False,None,3,6.4,3.2,None,1,3,2
HSP20249938,Vegetarian,True,None,2,6.9,2.5,Daily,0,5,5
HSP20235949,Mixed,False,Regular,7,5.8,2.1,1–2x/week,2,5,4
HSP20245012,Vegetarian,False,None,9,5.5,2.2,3–5x/week,2,4,4
HSP20245873,Keto,False,Rare,4,7.4,2.4,1–2x/week,2,4,4
HSP20242195,Vegetarian,False,None,8,4.9,3.6,1–2x/week,0,5,3
HSP20213589,Vegan,False,None,4,6.9,1.7,None,0,4,3
HSP20247809,Vegetarian,False,None,4,6.0,2.6,None,2,5,3
HSP20248609,Keto,False,Rare,8,8.5,1.8,Daily,3,1,0
HSP20226573,Mixed,True,Rare,8,7.7,3.3,None,0,5,5
HSP20253353,Vegetarian,True,None,6,5.7,2.3,Daily,0,1,0
HSP20236231,Mixed,True,None,3,5.3,2.4,1–2x/week,0,3,2
HSP20237532,Vegetarian,False,Regular,3,6.5,2.9,Daily,3,5,3
HSP20227070,Vegan,True,None,7,7.8,2.1,Daily,0,3,1
HSP20252739,Vegetarian,False,None,8,4.1,2.5,1–2x/week,3,4,4
HSP20234960,Vegetarian,True,None,4,6.9,2.6,Daily,1,1,0
HSP20243007,Vegetarian,False,None,5,6.1,2.6,Daily,1,3,2
HSP20238366,Vegan,True,None,5,8.3,2.7,None,1,1,0
HSP20223308,Keto,False,None,6,6.1,2.2,3–5x/week,2,5,3
HSP20211829,Mixed,False,None,3,6.3,3.5,3–5x/week,3,4,3
HSP20237293,Vegetarian,False,None,8,6.3,2.5,Daily,2,1,0
HSP20257850,Vegan,False,Rare,3,5.9,3.2,Daily,2,3,2
HSP20223616,Vegetarian,False,Rare,7,8.9,2.8,Daily,1,3,3
HSP20236123,Vegetarian,True,Regular,9,6.6,2.5,1–2x/week,1,1,0
HSP20223610,Vegetarian,True,None,7,3.6,2.9,Daily,2,2,2
HSP20249433,Keto,False,None,5,6.7,2.8,None,1,1,0
HSP20249171,Keto,False,None,4,5.6,2.3,Daily,0,3,2
HSP20239148,Keto,True,None,3,6.0,3.1,1–2x/week,2,1,1
HSP20212475,Vegan,False,None,2,6.0,3.7,None,2,3,1
HSP20249281,Vegetarian,True,Rare,5,7.0,1.7,Daily,3,4,4
HSP20244944,Keto,True,None,3,6.3,2.1,Daily,1,1,1
HSP20226781,Vegan,True,None,2,3.9,3.5,None,0,5,5
HSP20211828,Vegan,True,None,6,7.3,2.8,1–2x/week,0,4,2
HSP20239108,Vegan,True,None,8,6.7,1.7,3–5x/week,2,4,3
HSP20258710,Mixed,False,Rare,7,5.9,3.0,None,3,2,2
HSP20239793,Vegan,True,None,7,5.2,1.0,Daily,0,1,1
HSP20212761,Mixed,True,None,5,6.2,2.4,3–5x/week,0,3,2
HSP20243194,Keto,False,Rare,3,6.7,2.9,1–2x/week,2,1,0
HSP20236992,Vegan,True,Rare,3,7.3,2.7,1–2x/week,0,3,3
HSP20246995,Keto,False,None,3,7.9,1.6,1–2x/week,1,5,5
HSP20217563,Keto,False,Rare,9,7.1,2.9,None,3,2,1
HSP20214189,Vegetarian,False,None,8,5.0,1.6,3–5x/week,2,3,2
HSP20235728,Mixed,True,None,6,5.6,2.1,1–2x/week,2,5,3
HSP20217329,Keto,True,Rare,5,7.4,2.1,Daily,1,4,4
HSP20258378,Vegan,False,None,3,5.5,2.1,None,0,2,1
HSP20255582,Keto,True,Regular,3,7.8,2.5,1–2x/week,3,1,0
HSP20252946,Vegetarian,True,None,3,6.3,2.4,None,0,5,3
HSP20222584,Mixed,False,Rare,8,8.1,2.1,1–2x/week,2,4,3
HSP20247114,Mixed,False,None,2,8.1,2.6,1–2x/week,2,1,0
HSP20236990,Vegetarian,True,Rare,3,6.3,4.0,None,0,3,3
HSP20224261,Vegan,True,Rare,5,5.2,2.3,1–2x/week,2,1,0
HSP20259341,Vegetarian,False,None,2,5.0,3.1,3–5x/week,3,1,0
HSP20249193,Vegan,True,Rare,8,8.5,3.5,Daily,0,3,1
HSP20211742,Keto,True,None,5,8.0,2.4,None,2,3,2
HSP20213245,Vegan,False,None,4,6.1,1.5,Daily,2,4,2
HSP20238761,Vegan,True,None,6,8.9,2.8,None,1,2,1
HSP20258487,Vegan,False,Rare,9,5.9,3.3,None,1,2,0
HSP20229446,Vegetarian,True,None,6,5.3,2.7,None,1,4,3
HSP20226373,Vegetarian,True,Rare,2,6.3,2.9,1–2x/week,1,4,3
HSP20256218,Vegan,True,Regular,2,6.4,1.6,3–5x/week,3,4,4
HSP20227438,Vegetarian,True,None,8,6.6,3.1,3–5x/week,2,4,4
HSP20255902,Mixed,False,None,2,6.5,3.0,Daily,2,1,1
HSP20256511,Vegan,False,None,8,5.2,2.5,Daily,2,5,4
HSP20259351,Vegan,False,None,9,5.8,2.9,None,1,4,4
HSP20259025,Vegetarian,True,Regular,9,6.5,2.9,Daily,0,1,0
HSP20255911,Keto,True,Rare,7,7.8,2.9,3–5x/week,1,2,2
HSP20241272,Keto,True,None,3,6.8,1.9,Daily,0,5,3
HSP20236427,Keto,True,Regular,6,6.5,2.2,None,1,1,0
HSP20217824,Vegan,False,None,7,6.1,2.3,3–5x/week,3,4,3
HSP20256040,Mixed,True,None,6,5.3,1.3,Daily,2,3,3
HSP20218775,Mixed,True,None,2,5.7,2.6,1–2x/week,1,3,3
HSP20234728,Vegetarian,True,None,4,4.9,2.5,Daily,3,3,3
HSP20218871,Keto,True,Regular,9,8.8,3.1,Daily,1,1,0
HSP20229589,Mixed,False,Rare,4,8.5,2.7,3–5x/week,3,2,2
HSP20257229,Vegan,False,Rare,5,7.9,2.1,1–2x/week,3,4,2
HSP20224968,Keto,True,None,3,5.7,0.9,1–2x/week,2,5,5
HSP20212800,Vegetarian,False,Regular,8,7.9,3.4,Daily,0,4,4
HSP20221310,Vegan,False,None,3,5.8,2.3,Daily,1,3,2
HSP20246139,Mixed,True,Rare,3,5.6,2.7,Daily,1,3,3
HSP20243481,Keto,True,Regular,7,7.8,1.5,3–5x/week,3,3,2
HSP20244340,Mixed,False,None,6,7.0,2.3,3–5x/week,2,4,4
HSP20249221,Mixed,True,None,4,6.6,2.8,Daily,0,5,4
HSP20258726,Keto,True,None,4,6.3,2.4,None,2,1,0
HSP20213262,Mixed,False,Regular,2,6.2,3.1,None,0,1,0
HSP20254397,Vegetarian,True,Rare,8,7.0,2.6,None,3,1,0
HSP20256325,Keto,True,None,6,5.0,2.3,None,1,1,1
HSP20249609,Vegetarian,True,Rare,4,7.6,2.5,1–2x/week,2,4,2
HSP20246140,Vegetarian,False,None,5,7.3,3.6,1–2x/week,0,1,0
HSP20228531,Vegan,True,None,9,7.7,2.6,1–2x/week,3,3,2
HSP20256608,Keto,True,Rare,4,5.9,1.0,None,1,2,2
HSP20256804,Keto,True,Rare,8,6.3,2.3,3–5x/week,0,4,3
HSP20238932,Vegetarian,True,Rare,4,7.0,2.4,1–2x/week,3,3,3
HSP20225038,Keto,True,None,5,6.1,1.4,3–5x/week,0,4,3
HSP20235890,Keto,False,None,5,5.4,2.8,1–2x/week,1,5,3
HSP20225876,Vegetarian,True,Rare,7,8.6,2.4,1–2x/week,1,4,3
HSP20234396,Vegetarian,True,None,5,6.9,3.1,Daily,2,5,3
HSP20246194,Vegan,True,Regular,7,5.5,2.7,1–2x/week,3,3,2
HSP20246714,Vegan,False,Rare,5,5.6,3.0,Daily,3,5,5
HSP20255480,Vegetarian,True,None,5,6.7,2.7,1–2x/week,0,4,3
HSP20232996,Vegetarian,True,None,9,5.6,2.9,Daily,0,3,2
HSP20259899,Vegan,True,Rare,8,9.0,1.9,1–2x/week,3,5,4
HSP20247464,Vegetarian,True,Regular,3,6.1,2.6,1–2x/week,0,3,2
HSP20233399,Mixed,False,None,8,7.4,2.2,1–2x/week,3,4,2
HSP20231689,Vegetarian,True,None,7,3.1,3.3,3–5x/week,0,5,5
HSP20232294,Mixed,False,None,9,7.4,1.5,Daily,1,4,2
HSP20238247,Mixed,False,Regular,7,5.8,3.4,3–5x/week,0,5,3
HSP20238849,Mixed,False,Rare,6,8.2,3.1,None,0,1,0
HSP20224310,Mixed,False,Regular,9,6.3,2.5,None,1,5,4
HSP20255442,Mixed,False,None,9,6.3,3.2,Daily,0,1,1
HSP20255450,Vegan,False,Rare,4,5.4,2.0,1–2x/week,1,1,1
HSP20222789,Vegetarian,False,None,5,7.7,2.5,None,1,5,5
HSP20254920,Vegan,True,None,5,8.2,2.1,1–2x/week,0,1,0
HSP20221831,Mixed,True,None,9,6.4,1.9,1–2x/week,3,3,2
HSP20254697,Vegan,True,None,9,6.5,1.6,1–2x/week,0,1,0
HSP20221860,Keto,True,None,4,5.9,1.6,Daily,2,1,0
HSP20217771,Mixed,False,Rare,8,7.3,2.9,1–2x/week,3,3,3
HSP20238739,Mixed,False,None,3,4.4,3.3,None,0,3,3
HSP20213252,Vegetarian,True,Rare,6,9.5,2.5,1–2x/week,1,4,4
HSP20213587,Mixed,True,None,8,5.7,4.2,None,3,2,2
HSP20248793,Mixed,False,None,5,4.9,2.5,None,1,3,1
HSP20244267,Mixed,False,None,9,6.7,3.3,3–5x/week,1,5,5
HSP20236262,Keto,True,Rare,2,6.9,2.2,None,3,4,4
HSP20231969,Vegetarian,False,Rare,8,5.4,2.3,Daily,3,3,3
HSP20214804,Mixed,True,Rare,6,5.3,2.5,3–5x/week,2,3,3
HSP20251611,Vegetarian,False,None,8,5.8,1.6,3–5x/week,3,1,1
HSP20227846,Vegan,False,Rare,7,8.0,2.2,None,0,3,1
HSP20221595,Vegetarian,False,None,4,5.0,2.4,Daily,1,5,5
HSP20249116,Mixed,False,None,7,6.6,1.5,None,2,1,0
HSP20225742,Keto,False,None,5,6.9,1.9,None,2,2,0
HSP20211151,Vegan,False,None,5,8.6,2.8,1–2x/week,1,5,5
HSP20232758,Vegan,True,Regular,9,6.0,2.1,3–5x/week,1,3,2
HSP20235662,Vegetarian,False,None,8,6.4,2.9,1–2x/week,2,2,0
HSP20249901,Vegan,True,Rare,3,6.5,2.4,None,2,2,1
HSP20259092,Vegan,False,Rare,9,6.6,2.1,Daily,1,4,4
HSP20229261,Mixed,True,Regular,6,6.1,1.2,None,1,1,0
HSP20245470,Vegan,True,Rare,9,7.7,2.7,None,3,1,0
HSP20222845,Mixed,True,Rare,5,5.6,3.6,3–5x/week,2,3,1
HSP20233662,Vegan,True,None,7,6.6,1.9,Daily,3,3,2
HSP20245215,Keto,True,None,5,7.5,2.7,Daily,1,1,0
HSP20221230,Vegan,False,None,4,7.0,2.2,Daily,2,3,1
HSP20235833,Vegetarian,True,Regular,2,7.0,2.3,3–5x/week,3,1,1
HSP20254164,Vegan,True,None,5,7.2,1.4,1–2x/week,3,5,3
HSP20227643,Keto,True,None,5,6.0,3.5,3–5x/week,3,4,2
HSP20249442,Vegetarian,True,Rare,5,5.6,2.1,None,3,3,2
HSP20232421,Vegetarian,True,Rare,9,6.0,1.8,1–2x/week,3,1,0
HSP20242562,Vegan,False,Regular,5,3.9,2.4,1–2x/week,3,5,3
HSP20223303,Vegan,True,None,8,6.7,2.5,None,2,2,0
HSP20246301,Keto,False,Rare,2,6.3,2.5,None,0,4,4
HSP20221111,Keto,False,Rare,6,7.7,2.4,3–5x/week,2,4,2
HSP20237284,Vegan,False,None,2,5.8,2.3,Daily,3,5,5
HSP20228319,Keto,True,None,7,7.2,3.3,3–5x/week,1,3,2
HSP20236400,Vegan,True,Rare,2,5.7,2.6,3–5x/week,1,3,1
HSP20231187,Mixed,False,Regular,2,6.9,1.9,Daily,3,3,1
HSP20236890,Vegan,False,None,5,6.5,1.6,Daily,2,4,2
